id,name,score1,score2
4871,Student_4871,90,97
4872,Student_4872,97,55
4873,Student_4873,69,53
4874,Student_4874,89,57
4875,Student_4875,92,67
4876,Student_4876,54,68
4877,Student_4877,54,65
4878,Student_4878,89,54
4879,Student_4879,76,51
4880,Student_4880,62,78
4881,Student_4881,61,69
4882,Student_4882,86,80
4883,Student_4883,68,63
4884,Student_4884,90,52
4885,Student_4885,94,77
4886,Student_4886,86,60
4887,Student_4887,97,90
4888,Student_4888,97,67
4889,Student_4889,74,57
4890,Student_4890,58,100
4891,Student_4891,51,74
4892,Student_4892,91,52
4893,Student_4893,73,76
4894,Student_4894,87,52
4895,Student_4895,83,96
4896,Student_4896,75,90
4897,Student_4897,95,60
4898,Student_4898,85,59
4899,Student_4899,72,73
4900,Student_4900,82,55
4901,Student_4901,85,84
4902,Student_4902,96,58
4903,Student_4903,96,76
4904,Student_4904,97,79
4905,Student_4905,69,56
4906,Student_4906,89,76
4907,Student_4907,80,62
4908,Student_4908,93,56
4909,Student_4909,75,69
4910,Student_4910,53,94
4911,Student_4911,87,77
4912,Student_4912,59,98
4913,Student_4913,56,54
4914,Student_4914,88,99
4915,Student_4915,81,85
4916,Student_4916,83,75
4917,Student_4917,85,78
4918,Student_4918,66,81
4919,Student_4919,93,90
4920,Student_4920,52,91
4921,Student_4921,59,53
4922,Student_4922,87,68
4923,Student_4923,57,58
4924,Student_4924,60,68
4925,Student_4925,76,89
4926,Student_4926,69,55
4927,Student_4927,82,61
4928,Student_4928,59,67
4929,Student_4929,60,66
4930,Student_4930,74,93
4931,Student_4931,61,70
4932,Student_4932,96,77
4933,Student_4933,95,68
4934,Student_4934,75,82
4935,Student_4935,82,98
4936,Student_4936,85,61
4937,Student_4937,72,52
4938,Student_4938,64,84
4939,Student_4939,100,65
4940,Student_4940,92,88
4941,Student_4941,95,85
4942,Student_4942,82,67
4943,Student_4943,55,91
4944,Student_4944,69,90
4945,Student_4945,97,56
4946,Student_4946,79,86
4947,Student_4947,83,90
4948,Student_4948,50,74
4949,Student_4949,52,56
4950,Student_4950,58,99
4951,Student_4951,75,95
4952,Student_4952,97,68
4953,Student_4953,90,71
4954,Student_4954,94,59
4955,Student_4955,51,74
4956,Student_4956,62,73
4957,Student_4957,85,66
4958,Student_4958,59,68
4959,Student_4959,74,78
4960,Student_4960,68,68
4961,Student_4961,74,82
4962,Student_4962,87,66
4963,Student_4963,76,50
4964,Student_4964,74,87
4965,Student_4965,53,84
4966,Student_4966,71,52
4967,Student_4967,76,76
4968,Student_4968,61,83
4969,Student_4969,64,100
4970,Student_4970,95,80
4971,Student_4971,92,91
4972,Student_4972,62,92
4973,Student_4973,64,50
4974,Student_4974,76,85
4975,Student_4975,91,55
4976,Student_4976,57,62
4977,Student_4977,72,58
4978,Student_4978,74,55
4979,Student_4979,82,54
4980,Student_4980,86,99
4981,Student_4981,67,58
4982,Student_4982,81,70
4983,Student_4983,74,85
4984,Student_4984,85,58
4985,Student_4985,75,55
4986,Student_4986,76,82
4987,Student_4987,75,76
4988,Student_4988,91,90
4989,Student_4989,67,93
4990,Student_4990,59,54
4991,Student_4991,72,73
4992,Student_4992,58,60
4993,Student_4993,87,74
4994,Student_4994,89,62
4995,Student_4995,96,77
4996,Student_4996,81,64
4997,Student_4997,72,76
4998,Student_4998,57,91
4999,Student_4999,56,79
5000,Student_5000,67,93
5001,Student_5001,64,65
5002,Student_5002,59,56
5003,Student_5003,62,73
5004,Student_5004,64,100
5005,Student_5005,79,81
5006,Student_5006,85,61
5007,Student_5007,88,75
5008,Student_5008,52,89
5009,Student_5009,85,87
5010,Student_5010,77,88
5011,Student_5011,67,90
5012,Student_5012,52,99
5013,Student_5013,64,82
5014,Student_5014,86,83
5015,Student_5015,78,69
5016,Student_5016,62,99
5017,Student_5017,69,76
5018,Student_5018,94,100
5019,Student_5019,64,60
5020,Student_5020,52,81
5021,Student_5021,57,76
5022,Student_5022,98,55
5023,Student_5023,84,100
5024,Student_5024,91,98
5025,Student_5025,100,92
5026,Student_5026,75,66
5027,Student_5027,67,79
5028,Student_5028,56,53
5029,Student_5029,89,62
5030,Student_5030,70,85
5031,Student_5031,86,52
5032,Student_5032,91,51
5033,Student_5033,88,62
5034,Student_5034,52,61
5035,Student_5035,75,53
5036,Student_5036,59,79
5037,Student_5037,96,94
5038,Student_5038,56,67
5039,Student_5039,51,59
5040,Student_5040,66,63
5041,Student_5041,75,55
5042,Student_5042,95,79
5043,Student_5043,60,88
5044,Student_5044,86,73
5045,Student_5045,73,80
5046,Student_5046,91,99
5047,Student_5047,83,59
5048,Student_5048,61,70
5049,Student_5049,78,59
5050,Student_5050,87,87
5051,Student_5051,68,57
5052,Student_5052,57,94
5053,Student_5053,74,98
5054,Student_5054,91,71
5055,Student_5055,73,79
5056,Student_5056,92,52
5057,Student_5057,99,97
5058,Student_5058,95,79
5059,Student_5059,66,87
5060,Student_5060,63,90
5061,Student_5061,78,58
5062,Student_5062,77,89
5063,Student_5063,70,56
5064,Student_5064,96,51
5065,Student_5065,63,86
5066,Student_5066,77,58
5067,Student_5067,83,57
5068,Student_5068,70,56
5069,Student_5069,80,92
5070,Student_5070,64,100
5071,Student_5071,73,98
5072,Student_5072,66,79
5073,Student_5073,83,74
5074,Student_5074,80,66
5075,Student_5075,87,68
5076,Student_5076,73,71
5077,Student_5077,74,50
5078,Student_5078,59,70
5079,Student_5079,82,82
5080,Student_5080,62,89
5081,Student_5081,81,82
5082,Student_5082,66,97
5083,Student_5083,99,89
5084,Student_5084,73,84
5085,Student_5085,50,88
5086,Student_5086,89,54
5087,Student_5087,76,72
5088,Student_5088,99,97
5089,Student_5089,69,72
5090,Student_5090,98,61
5091,Student_5091,59,62
5092,Student_5092,61,81
5093,Student_5093,61,74
5094,Student_5094,79,72
5095,Student_5095,60,73
5096,Student_5096,85,50
5097,Student_5097,64,89
5098,Student_5098,76,84
5099,Student_5099,98,74
5100,Student_5100,83,74
5101,Student_5101,63,93
5102,Student_5102,62,52
5103,Student_5103,55,90
5104,Student_5104,55,75
5105,Student_5105,56,99
5106,Student_5106,93,98
5107,Student_5107,98,95
5108,Student_5108,60,96
5109,Student_5109,63,61
5110,Student_5110,94,55
5111,Student_5111,76,92
5112,Student_5112,90,88
5113,Student_5113,90,60
5114,Student_5114,75,62
5115,Student_5115,80,52
5116,Student_5116,88,95
5117,Student_5117,83,82
5118,Student_5118,59,63
5119,Student_5119,86,53
5120,Student_5120,58,63
5121,Student_5121,94,59
5122,Student_5122,88,87
5123,Student_5123,52,71
5124,Student_5124,53,58
5125,Student_5125,94,50
5126,Student_5126,55,51
5127,Student_5127,59,69
5128,Student_5128,87,83
5129,Student_5129,89,92
5130,Student_5130,62,77
5131,Student_5131,74,57
5132,Student_5132,90,50
5133,Student_5133,84,56
5134,Student_5134,66,90
5135,Student_5135,55,66
5136,Student_5136,85,98
5137,Student_5137,98,76
5138,Student_5138,65,77
5139,Student_5139,84,72
5140,Student_5140,99,57
5141,Student_5141,88,76
5142,Student_5142,77,81
5143,Student_5143,71,80
5144,Student_5144,76,76
5145,Student_5145,82,88
5146,Student_5146,97,89
5147,Student_5147,94,95
5148,Student_5148,68,67
5149,Student_5149,83,82
5150,Student_5150,95,64
5151,Student_5151,90,95
5152,Student_5152,59,81
5153,Student_5153,69,88
5154,Student_5154,57,79
5155,Student_5155,52,67
5156,Student_5156,78,94
5157,Student_5157,54,82
5158,Student_5158,55,59
5159,Student_5159,81,81
5160,Student_5160,77,88
5161,Student_5161,96,89
5162,Student_5162,81,65
5163,Student_5163,92,84
5164,Student_5164,50,87
5165,Student_5165,96,82
5166,Student_5166,98,96
5167,Student_5167,87,82
5168,Student_5168,93,81
5169,Student_5169,73,76
5170,Student_5170,50,82
5171,Student_5171,92,83
5172,Student_5172,71,79
5173,Student_5173,99,92
5174,Student_5174,86,88
5175,Student_5175,84,93
5176,Student_5176,83,57
5177,Student_5177,62,75
5178,Student_5178,99,53
5179,Student_5179,88,50
5180,Student_5180,64,90
5181,Student_5181,87,69
5182,Student_5182,98,73
5183,Student_5183,95,66
5184,Student_5184,69,81
5185,Student_5185,52,62
5186,Student_5186,65,70
5187,Student_5187,50,100
5188,Student_5188,97,70
5189,Student_5189,97,78
5190,Student_5190,66,77
5191,Student_5191,100,85
5192,Student_5192,81,88
5193,Student_5193,69,75
5194,Student_5194,91,81
5195,Student_5195,72,88
5196,Student_5196,68,53
5197,Student_5197,65,75
5198,Student_5198,84,58
5199,Student_5199,61,82
5200,Student_5200,97,79
5201,Student_5201,91,83
5202,Student_5202,81,69
5203,Student_5203,72,70
5204,Student_5204,66,59
5205,Student_5205,75,51
5206,Student_5206,83,71
5207,Student_5207,92,64
5208,Student_5208,85,73
5209,Student_5209,57,92
5210,Student_5210,71,55
5211,Student_5211,77,51
5212,Student_5212,85,56
5213,Student_5213,69,59
5214,Student_5214,94,97
5215,Student_5215,84,96
5216,Student_5216,92,99
5217,Student_5217,63,69
5218,Student_5218,93,59
5219,Student_5219,53,90
5220,Student_5220,74,78
5221,Student_5221,76,81
5222,Student_5222,72,63
5223,Student_5223,89,83
5224,Student_5224,95,87
5225,Student_5225,57,95
5226,Student_5226,89,70
5227,Student_5227,79,90
5228,Student_5228,76,51
5229,Student_5229,88,91
5230,Student_5230,85,66
5231,Student_5231,81,65
5232,Student_5232,87,52
5233,Student_5233,74,100
5234,Student_5234,68,99
5235,Student_5235,53,55
5236,Student_5236,72,81
5237,Student_5237,50,89
5238,Student_5238,70,90
5239,Student_5239,93,84
5240,Student_5240,73,83
5241,Student_5241,83,73
5242,Student_5242,98,84
5243,Student_5243,59,66
5244,Student_5244,53,95
5245,Student_5245,56,81
5246,Student_5246,76,56
5247,Student_5247,70,70
5248,Student_5248,99,86
5249,Student_5249,82,50
5250,Student_5250,62,91
5251,Student_5251,66,91
5252,Student_5252,81,56
5253,Student_5253,83,78
5254,Student_5254,50,88
5255,Student_5255,68,64
5256,Student_5256,71,55
5257,Student_5257,53,71
5258,Student_5258,62,84
5259,Student_5259,83,65
5260,Student_5260,63,73
5261,Student_5261,81,95
5262,Student_5262,60,72
5263,Student_5263,71,62
5264,Student_5264,59,97
5265,Student_5265,55,76
5266,Student_5266,72,97
5267,Student_5267,77,51
5268,Student_5268,91,62
5269,Student_5269,56,100
5270,Student_5270,100,93
5271,Student_5271,66,67
5272,Student_5272,86,68
5273,Student_5273,53,83
5274,Student_5274,91,81
5275,Student_5275,90,74
5276,Student_5276,84,97
5277,Student_5277,83,74
5278,Student_5278,79,68
5279,Student_5279,89,96
5280,Student_5280,51,90
5281,Student_5281,86,84
5282,Student_5282,74,63
5283,Student_5283,68,58
5284,Student_5284,93,97
5285,Student_5285,59,76
5286,Student_5286,61,68
5287,Student_5287,80,71
5288,Student_5288,83,51
5289,Student_5289,50,83
5290,Student_5290,94,59
5291,Student_5291,90,69
5292,Student_5292,60,93
5293,Student_5293,93,65
5294,Student_5294,84,71
5295,Student_5295,85,94
5296,Student_5296,64,85
5297,Student_5297,64,50
5298,Student_5298,72,83
5299,Student_5299,72,50
5300,Student_5300,53,81
5301,Student_5301,59,57
5302,Student_5302,50,67
5303,Student_5303,65,90
5304,Student_5304,85,50
5305,Student_5305,89,63
5306,Student_5306,88,50
5307,Student_5307,66,89
5308,Student_5308,77,53
5309,Student_5309,54,51
5310,Student_5310,88,77
5311,Student_5311,86,87
5312,Student_5312,78,78
5313,Student_5313,79,87
5314,Student_5314,94,69
5315,Student_5315,91,60
5316,Student_5316,54,78
5317,Student_5317,77,98
5318,Student_5318,77,83
5319,Student_5319,67,52
5320,Student_5320,80,87
5321,Student_5321,89,91
5322,Student_5322,70,77
5323,Student_5323,73,71
5324,Student_5324,68,77
5325,Student_5325,73,96
5326,Student_5326,88,92
5327,Student_5327,61,85
5328,Student_5328,57,70
5329,Student_5329,51,64
5330,Student_5330,74,67
5331,Student_5331,61,74
5332,Student_5332,68,81
5333,Student_5333,61,99
5334,Student_5334,75,72
5335,Student_5335,71,61
5336,Student_5336,87,98
5337,Student_5337,50,72
5338,Student_5338,52,91
5339,Student_5339,86,64
5340,Student_5340,55,76
5341,Student_5341,62,76
5342,Student_5342,60,91
5343,Student_5343,52,59
5344,Student_5344,92,99
5345,Student_5345,83,54
5346,Student_5346,80,94
5347,Student_5347,66,91
5348,Student_5348,92,81
5349,Student_5349,51,78
5350,Student_5350,54,62
5351,Student_5351,76,99
5352,Student_5352,89,97
5353,Student_5353,83,88
5354,Student_5354,71,64
5355,Student_5355,72,92
5356,Student_5356,90,64
5357,Student_5357,95,77
5358,Student_5358,66,90
5359,Student_5359,88,63
5360,Student_5360,59,55
5361,Student_5361,51,89
5362,Student_5362,93,97
5363,Student_5363,81,79
5364,Student_5364,91,67
5365,Student_5365,85,97
5366,Student_5366,81,81
5367,Student_5367,60,70
5368,Student_5368,82,97
5369,Student_5369,98,56
5370,Student_5370,80,63
5371,Student_5371,83,94
5372,Student_5372,90,80
5373,Student_5373,62,87
5374,Student_5374,100,86
5375,Student_5375,84,64
5376,Student_5376,82,53
5377,Student_5377,67,92
5378,Student_5378,52,56
5379,Student_5379,93,88
5380,Student_5380,99,73
5381,Student_5381,60,56
5382,Student_5382,54,85
5383,Student_5383,73,96
5384,Student_5384,92,84
5385,Student_5385,50,71
5386,Student_5386,91,64
5387,Student_5387,60,71
5388,Student_5388,90,81
5389,Student_5389,62,51
5390,Student_5390,79,79
5391,Student_5391,67,71
5392,Student_5392,82,56
5393,Student_5393,90,83
5394,Student_5394,77,91
5395,Student_5395,78,56
5396,Student_5396,82,87
5397,Student_5397,91,90
5398,Student_5398,78,71
5399,Student_5399,88,72
5400,Student_5400,87,71
5401,Student_5401,100,67
5402,Student_5402,69,89
5403,Student_5403,70,82
5404,Student_5404,66,89
5405,Student_5405,53,64
5406,Student_5406,76,56
5407,Student_5407,64,74
5408,Student_5408,54,98
5409,Student_5409,83,64
5410,Student_5410,73,90
5411,Student_5411,86,88
5412,Student_5412,87,80
5413,Student_5413,53,52
5414,Student_5414,79,53
5415,Student_5415,54,77
5416,Student_5416,82,70
5417,Student_5417,89,99
5418,Student_5418,58,74
5419,Student_5419,71,65
5420,Student_5420,68,53
5421,Student_5421,91,73
5422,Student_5422,99,86
5423,Student_5423,70,98
5424,Student_5424,73,83
5425,Student_5425,88,81
5426,Student_5426,70,77
5427,Student_5427,80,97
5428,Student_5428,90,52
5429,Student_5429,76,91
5430,Student_5430,98,78
5431,Student_5431,76,52
5432,Student_5432,71,84
5433,Student_5433,98,65
5434,Student_5434,55,81
5435,Student_5435,97,61
5436,Student_5436,95,91
5437,Student_5437,71,97
5438,Student_5438,81,52
5439,Student_5439,54,69
5440,Student_5440,86,100
5441,Student_5441,78,82
5442,Student_5442,96,79
5443,Student_5443,65,61
5444,Student_5444,63,59
5445,Student_5445,60,72
5446,Student_5446,96,94
5447,Student_5447,68,52
5448,Student_5448,57,81
5449,Student_5449,76,95
5450,Student_5450,51,75
5451,Student_5451,99,75
5452,Student_5452,78,98
5453,Student_5453,86,93
5454,Student_5454,98,55
5455,Student_5455,90,68
5456,Student_5456,82,80
5457,Student_5457,53,52
5458,Student_5458,60,91
5459,Student_5459,72,88
5460,Student_5460,57,92
5461,Student_5461,60,98
5462,Student_5462,51,94
5463,Student_5463,93,96
5464,Student_5464,77,61
5465,Student_5465,79,97
5466,Student_5466,60,58
5467,Student_5467,63,55
5468,Student_5468,82,64
5469,Student_5469,59,79
5470,Student_5470,54,69
5471,Student_5471,57,50
5472,Student_5472,85,81
5473,Student_5473,93,71
5474,Student_5474,86,80
5475,Student_5475,67,76
5476,Student_5476,100,51
5477,Student_5477,81,58
5478,Student_5478,86,71
5479,Student_5479,93,61
5480,Student_5480,64,94
5481,Student_5481,61,68
5482,Student_5482,80,97
5483,Student_5483,59,72
5484,Student_5484,76,58
5485,Student_5485,92,88
5486,Student_5486,63,63
5487,Student_5487,94,53
5488,Student_5488,79,67
5489,Student_5489,60,73
5490,Student_5490,88,59
5491,Student_5491,73,56
5492,Student_5492,63,76
5493,Student_5493,51,66
5494,Student_5494,71,65
5495,Student_5495,50,57
5496,Student_5496,70,73
5497,Student_5497,52,76
5498,Student_5498,55,83
5499,Student_5499,54,85
5500,Student_5500,57,80
5501,Student_5501,81,65
5502,Student_5502,90,63
5503,Student_5503,66,63
5504,Student_5504,92,82
5505,Student_5505,68,82
5506,Student_5506,98,94
5507,Student_5507,69,85
5508,Student_5508,52,73
5509,Student_5509,50,68
5510,Student_5510,60,81
5511,Student_5511,68,85
5512,Student_5512,73,72
5513,Student_5513,56,50
5514,Student_5514,99,53
5515,Student_5515,92,85
5516,Student_5516,95,80
5517,Student_5517,96,74
5518,Student_5518,54,67
5519,Student_5519,83,67
5520,Student_5520,83,75
5521,Student_5521,51,82
5522,Student_5522,65,89
5523,Student_5523,59,55
5524,Student_5524,52,95
5525,Student_5525,55,79
5526,Student_5526,52,96
5527,Student_5527,73,72
5528,Student_5528,71,76
5529,Student_5529,64,65
5530,Student_5530,52,51
5531,Student_5531,72,90
5532,Student_5532,67,77
5533,Student_5533,50,75
5534,Student_5534,75,99
5535,Student_5535,50,70
5536,Student_5536,74,74
5537,Student_5537,56,55
5538,Student_5538,87,61
5539,Student_5539,61,57
5540,Student_5540,65,58
5541,Student_5541,85,51
5542,Student_5542,60,68
5543,Student_5543,91,91
5544,Student_5544,60,66
5545,Student_5545,51,57
5546,Student_5546,75,87
5547,Student_5547,79,64
5548,Student_5548,72,73
5549,Student_5549,79,92
5550,Student_5550,52,86
5551,Student_5551,68,76
5552,Student_5552,72,77
5553,Student_5553,84,77
5554,Student_5554,89,70
5555,Student_5555,76,89
5556,Student_5556,100,77
5557,Student_5557,80,69
5558,Student_5558,99,59
5559,Student_5559,80,57
5560,Student_5560,50,93
5561,Student_5561,91,59
5562,Student_5562,83,90
5563,Student_5563,97,79
5564,Student_5564,96,78
5565,Student_5565,97,68
5566,Student_5566,50,59
5567,Student_5567,95,90
5568,Student_5568,59,81
5569,Student_5569,93,99
5570,Student_5570,53,50
5571,Student_5571,86,77
5572,Student_5572,74,59
5573,Student_5573,90,75
5574,Student_5574,85,81
5575,Student_5575,90,97
5576,Student_5576,82,53
5577,Student_5577,93,75
5578,Student_5578,84,82
5579,Student_5579,84,96
5580,Student_5580,64,84
5581,Student_5581,73,93
5582,Student_5582,89,91
5583,Student_5583,61,88
5584,Student_5584,66,77
5585,Student_5585,67,69
5586,Student_5586,72,57
5587,Student_5587,97,65
5588,Student_5588,92,60
5589,Student_5589,73,59
5590,Student_5590,92,96
5591,Student_5591,60,76
5592,Student_5592,53,95
5593,Student_5593,85,53
5594,Student_5594,74,76
5595,Student_5595,94,55
5596,Student_5596,50,71
5597,Student_5597,76,80
5598,Student_5598,94,65
5599,Student_5599,83,73
5600,Student_5600,72,81
5601,Student_5601,99,75
5602,Student_5602,56,91
5603,Student_5603,55,83
5604,Student_5604,80,99
5605,Student_5605,87,74
5606,Student_5606,50,75
5607,Student_5607,87,59
5608,Student_5608,87,66
5609,Student_5609,57,93
5610,Student_5610,60,56
5611,Student_5611,76,50
5612,Student_5612,90,99
5613,Student_5613,73,90
5614,Student_5614,97,94
5615,Student_5615,99,96
5616,Student_5616,87,70
5617,Student_5617,89,86
5618,Student_5618,78,86
5619,Student_5619,77,50
5620,Student_5620,56,85
5621,Student_5621,68,83
5622,Student_5622,87,79
5623,Student_5623,59,73
5624,Student_5624,58,60
5625,Student_5625,65,97
5626,Student_5626,74,62
5627,Student_5627,77,65
5628,Student_5628,77,57
5629,Student_5629,54,66
5630,Student_5630,97,74
5631,Student_5631,73,85
5632,Student_5632,97,69
5633,Student_5633,98,86
5634,Student_5634,62,56
5635,Student_5635,73,73
5636,Student_5636,72,53
5637,Student_5637,72,83
5638,Student_5638,91,79
5639,Student_5639,93,94
5640,Student_5640,97,85
5641,Student_5641,56,92
5642,Student_5642,93,63
5643,Student_5643,99,89
5644,Student_5644,83,59
5645,Student_5645,60,58
5646,Student_5646,83,90
5647,Student_5647,99,81
5648,Student_5648,87,78
5649,Student_5649,70,72
5650,Student_5650,70,86
5651,Student_5651,91,78
5652,Student_5652,91,73
5653,Student_5653,82,84
5654,Student_5654,91,93
5655,Student_5655,57,63
5656,Student_5656,75,78
5657,Student_5657,60,72
5658,Student_5658,66,89
5659,Student_5659,53,72
5660,Student_5660,62,72
5661,Student_5661,58,84
5662,Student_5662,90,69
5663,Student_5663,83,67
5664,Student_5664,66,52
5665,Student_5665,94,84
5666,Student_5666,67,95
5667,Student_5667,52,98
5668,Student_5668,81,72
5669,Student_5669,94,56
5670,Student_5670,83,68
5671,Student_5671,85,89
5672,Student_5672,68,85
5673,Student_5673,87,81
5674,Student_5674,63,95
5675,Student_5675,67,50
5676,Student_5676,88,92
5677,Student_5677,56,71
5678,Student_5678,65,55
5679,Student_5679,51,73
5680,Student_5680,81,55
5681,Student_5681,76,63
5682,Student_5682,69,83
5683,Student_5683,84,69
5684,Student_5684,69,56
5685,Student_5685,97,60
5686,Student_5686,62,78
5687,Student_5687,51,60
5688,Student_5688,85,82
5689,Student_5689,73,83
5690,Student_5690,69,93
5691,Student_5691,95,87
5692,Student_5692,51,78
5693,Student_5693,52,54
5694,Student_5694,72,86
5695,Student_5695,57,64
5696,Student_5696,96,53
5697,Student_5697,75,96
5698,Student_5698,79,75
5699,Student_5699,96,96
5700,Student_5700,50,80
5701,Student_5701,53,84
5702,Student_5702,100,89
5703,Student_5703,75,77
5704,Student_5704,73,86
5705,Student_5705,75,60
5706,Student_5706,50,98
5707,Student_5707,70,96
5708,Student_5708,75,83
5709,Student_5709,57,91
5710,Student_5710,84,65
5711,Student_5711,51,71
5712,Student_5712,67,64
5713,Student_5713,71,78
5714,Student_5714,73,66
5715,Student_5715,60,75
5716,Student_5716,83,94
5717,Student_5717,67,69
5718,Student_5718,56,86
5719,Student_5719,93,99
5720,Student_5720,55,80
5721,Student_5721,74,74
5722,Student_5722,98,52
5723,Student_5723,100,52
5724,Student_5724,67,62
5725,Student_5725,95,57
5726,Student_5726,75,61
5727,Student_5727,79,66
5728,Student_5728,57,50
5729,Student_5729,91,75
5730,Student_5730,100,98
5731,Student_5731,64,72
5732,Student_5732,65,64
5733,Student_5733,74,93
5734,Student_5734,59,66
5735,Student_5735,88,72
5736,Student_5736,54,67
5737,Student_5737,56,78
5738,Student_5738,86,78
5739,Student_5739,70,53
5740,Student_5740,95,84
5741,Student_5741,86,98
5742,Student_5742,56,78
5743,Student_5743,56,92
5744,Student_5744,72,82
5745,Student_5745,74,64
5746,Student_5746,53,77
5747,Student_5747,74,56
5748,Student_5748,60,94
5749,Student_5749,68,68
5750,Student_5750,65,67
5751,Student_5751,100,83
5752,Student_5752,55,68
5753,Student_5753,88,56
5754,Student_5754,67,73
5755,Student_5755,66,98
5756,Student_5756,72,84
5757,Student_5757,65,54
5758,Student_5758,98,60
5759,Student_5759,77,96
5760,Student_5760,62,98
5761,Student_5761,87,79
5762,Student_5762,60,96
5763,Student_5763,76,83
5764,Student_5764,97,95
5765,Student_5765,59,90
5766,Student_5766,51,97
5767,Student_5767,79,65
5768,Student_5768,88,92
5769,Student_5769,56,91
5770,Student_5770,92,54
5771,Student_5771,75,67
5772,Student_5772,77,66
5773,Student_5773,83,77
5774,Student_5774,57,82
5775,Student_5775,73,87
5776,Student_5776,62,92
5777,Student_5777,63,73
5778,Student_5778,72,68
5779,Student_5779,60,93
5780,Student_5780,85,94
5781,Student_5781,62,71
5782,Student_5782,65,68
5783,Student_5783,58,98
5784,Student_5784,94,93
5785,Student_5785,62,81
5786,Student_5786,98,76
5787,Student_5787,93,58
5788,Student_5788,64,75
5789,Student_5789,53,88
5790,Student_5790,51,94
5791,Student_5791,78,77
5792,Student_5792,98,95
5793,Student_5793,60,70
5794,Student_5794,85,91
5795,Student_5795,51,99
5796,Student_5796,55,97
5797,Student_5797,93,51
5798,Student_5798,94,59
5799,Student_5799,51,80
5800,Student_5800,78,80
5801,Student_5801,72,95
5802,Student_5802,82,98
5803,Student_5803,77,92
5804,Student_5804,78,68
5805,Student_5805,73,51
5806,Student_5806,72,80
5807,Student_5807,92,79
5808,Student_5808,97,79
5809,Student_5809,74,56
5810,Student_5810,92,100
5811,Student_5811,88,59
5812,Student_5812,96,92
5813,Student_5813,57,76
5814,Student_5814,62,51
5815,Student_5815,63,93
5816,Student_5816,58,100
5817,Student_5817,62,52
5818,Student_5818,98,80
5819,Student_5819,68,94
5820,Student_5820,63,95
5821,Student_5821,80,89
5822,Student_5822,75,72
5823,Student_5823,88,61
5824,Student_5824,83,97
5825,Student_5825,75,85
5826,Student_5826,53,86
5827,Student_5827,66,72
5828,Student_5828,87,100
5829,Student_5829,81,74
5830,Student_5830,87,84
5831,Student_5831,84,58
5832,Student_5832,91,50
5833,Student_5833,96,62
5834,Student_5834,70,56
5835,Student_5835,77,77
5836,Student_5836,53,79
5837,Student_5837,75,79
5838,Student_5838,60,94
5839,Student_5839,76,78
5840,Student_5840,64,88
5841,Student_5841,54,82
5842,Student_5842,62,99
5843,Student_5843,57,89
5844,Student_5844,60,55
5845,Student_5845,66,67
5846,Student_5846,60,69
5847,Student_5847,90,65
5848,Student_5848,67,53
5849,Student_5849,100,78
5850,Student_5850,72,80
5851,Student_5851,88,94
5852,Student_5852,88,67
5853,Student_5853,97,69
5854,Student_5854,98,60
5855,Student_5855,68,61
5856,Student_5856,77,81
5857,Student_5857,60,53
5858,Student_5858,53,84
5859,Student_5859,70,67
5860,Student_5860,68,86
5861,Student_5861,91,78
5862,Student_5862,61,73
5863,Student_5863,64,71
5864,Student_5864,77,87
5865,Student_5865,97,58
5866,Student_5866,93,86
5867,Student_5867,84,99
5868,Student_5868,90,54
5869,Student_5869,51,82
5870,Student_5870,97,76
5871,Student_5871,68,65
5872,Student_5872,79,82
5873,Student_5873,72,51
5874,Student_5874,62,71
5875,Student_5875,71,63
5876,Student_5876,96,64
5877,Student_5877,85,77
5878,Student_5878,53,93
5879,Student_5879,92,89
5880,Student_5880,67,55
5881,Student_5881,65,93
5882,Student_5882,98,66
5883,Student_5883,82,92
5884,Student_5884,59,91
5885,Student_5885,100,84
5886,Student_5886,63,65
5887,Student_5887,60,87
5888,Student_5888,59,77
5889,Student_5889,90,70
5890,Student_5890,89,81
5891,Student_5891,56,58
5892,Student_5892,89,90
5893,Student_5893,93,82
5894,Student_5894,97,88
5895,Student_5895,96,92
5896,Student_5896,67,59
5897,Student_5897,64,82
5898,Student_5898,98,100
5899,Student_5899,67,83
5900,Student_5900,70,57
5901,Student_5901,96,59
5902,Student_5902,75,92
5903,Student_5903,73,62
5904,Student_5904,58,83
5905,Student_5905,52,73
5906,Student_5906,61,65
5907,Student_5907,56,81
5908,Student_5908,67,69
5909,Student_5909,72,84
5910,Student_5910,56,61
5911,Student_5911,100,73
5912,Student_5912,73,87
5913,Student_5913,97,89
5914,Student_5914,73,94
5915,Student_5915,54,96
5916,Student_5916,95,58
5917,Student_5917,57,55
5918,Student_5918,82,54
5919,Student_5919,74,78
5920,Student_5920,99,98
5921,Student_5921,72,78
5922,Student_5922,83,88
5923,Student_5923,69,92
5924,Student_5924,100,64
5925,Student_5925,59,60
5926,Student_5926,57,61
5927,Student_5927,51,88
5928,Student_5928,50,54
5929,Student_5929,69,84
5930,Student_5930,94,62
5931,Student_5931,53,68
5932,Student_5932,73,92
5933,Student_5933,76,83
5934,Student_5934,93,84
5935,Student_5935,92,72
5936,Student_5936,59,62
5937,Student_5937,97,90
5938,Student_5938,62,99
5939,Student_5939,80,73
5940,Student_5940,51,80
5941,Student_5941,50,61
5942,Student_5942,84,66
5943,Student_5943,66,77
5944,Student_5944,75,85
5945,Student_5945,88,65
5946,Student_5946,88,78
